CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.06;Resultado Financeiro;-664538.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.06.01;Receitas Financeiras;1124158.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.06.01;Receitas Financeiras;634653.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.06.02;Despesas Financeiras;-1621341.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.06.02;Despesas Financeiras;-1299191.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;2047741.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;2152768.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-632231.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-597705.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.08.01;Corrente;-410182.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.08.01;Corrente;-242287.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.08.02;Diferido;-222049.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.08.02;Diferido;-355418.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.09;Resultado Líquido das Operações Continuadas;1415510.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.09;Resultado Líquido das Operações Continuadas;1555063.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.11;Lucro/Prejuízo Consolidado do Período;1415510.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.11;Lucro/Prejuízo Consolidado do Período;1555063.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.11.02;Atribuído a Sócios Não Controladores;0.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.11.02;Atribuído a Sócios Não Controladores;0.0000000000;S
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.01.01;ON;4.0090000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.01.01;ON;4.4050000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.01.02;PNA;4.4100000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.01.02;PNA;4.8450000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.01.03;PNB;4.4100000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.01.03;PNB;4.8450000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.02.01;ON;4.0090000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.02.01;ON;4.4050000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.02.02;PN;4.4100000000;N
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.02.02;PN;4.8450000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.01;Receita de Venda de Bens e/ou Serviços;1012352.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.01;Receita de Venda de Bens e/ou Serviços;619692.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.01.01;Receita de Incorporação de Imóveis;1044492.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.01.01;Receita de Incorporação de Imóveis;639200.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.01.03;Impostos Sobre Vendas De Imóveis E Serviços;-32140.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.01.03;Impostos Sobre Vendas De Imóveis E Serviços;-19508.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-1066679.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-818719.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.02.01;Custo De Incorporação E Venda De Imóveis;-1066679.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.02.01;Custo De Incorporação E Venda De Imóveis;-818719.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.03;Resultado Bruto;-54327.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.03;Resultado Bruto;-199027.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04;Despesas/Receitas Operacionais;-5243.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04;Despesas/Receitas Operacionais;-215543.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.01;Despesas com Vendas;-33915.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.01;Despesas com Vendas;-20221.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.02;Despesas Gerais e Administrativas;-110090.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.02;Despesas Gerais e Administrativas;-79653.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.04;Outras Receitas Operacionais;0.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.04;Outras Receitas Operacionais;0.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.05;Outras Despesas Operacionais;153215.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.05;Outras Despesas Operacionais;-30805.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.05.01;Depreciação e Amortização;-13979.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.05.01;Depreciação e Amortização;-15550.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.05.02;Demais Despesas Operacionais;167194.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.05.02;Demais Despesas Operacionais;-15255.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.05.03;Baixa de ágio na remensuração de investimento;0.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.05.03;Baixa de ágio na remensuração de investimento;0.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.06;Resultado de Equivalência Patrimonial;-14453.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.06;Resultado de Equivalência Patrimonial;-84864.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.06.01;Resultado de Equivalência Patrimonial;-14453.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.06.01;Resultado de Equivalência Patrimonial;-84864.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.06.02;Ganho por compra vantajosa;0.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.06.02;Ganho por compra vantajosa;0.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;-59570.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;-414570.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.06;Resultado Financeiro;54855.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.06;Resultado Financeiro;-188510.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.06.01;Receitas Financeiras;213249.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.06.01;Receitas Financeiras;31179.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.06.02;Despesas Financeiras;-158394.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.06.02;Despesas Financeiras;-219689.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;-4715.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;-603080.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-36008.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;58530.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.08.01;Corrente;-18760.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.08.01;Corrente;-9718.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.08.02;Diferido;-17248.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.08.02;Diferido;68248.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.09;Resultado Líquido das Operações Continuadas;-40723.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.09;Resultado Líquido das Operações Continuadas;-544550.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.11;Lucro/Prejuízo Consolidado do Período;-40723.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.11;Lucro/Prejuízo Consolidado do Período;-544550.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;-40577.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;-544542.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.11.02;Atribuído a Sócios Não Controladores;-146.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.11.02;Atribuído a Sócios Não Controladores;-8.0000000000;S
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.01.01;ON;-0.4370000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.01.01;ON;-67.8900000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.02.01;ON;-0.4370000000;N
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.02.01;ON;-67.8900000000;N
