CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;175471.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;74384.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-14965.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;28012.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.08.01;Corrente;-14817.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.08.01;Corrente;-18477.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.08.02;Diferido;-148.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.08.02;Diferido;46489.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.09;Resultado Líquido das Operações Continuadas;160506.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.09;Resultado Líquido das Operações Continuadas;102396.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10;Resultado Líquido de Operações Descontinuadas;2.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10;Resultado Líquido de Operações Descontinuadas;-1266.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;2.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;-1266.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10.02.01;Participação nos lucros de empresas investidas por equivalência patrimonial;2.0000000000;N
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10.02.01;Participação nos lucros de empresas investidas por equivalência patrimonial;-1266.0000000000;N
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.11;Lucro/Prejuízo Consolidado do Período;160508.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.11;Lucro/Prejuízo Consolidado do Período;101130.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;93460.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;20000.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.11.02;Atribuído a Sócios Não Controladores;67048.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.11.02;Atribuído a Sócios Não Controladores;81130.0000000000;S
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
10.807.374/0001-77;2025-12-31;2;BOA SAFRA SEMENTES S.A.;025704;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.01;Receita de Venda de Bens e/ou Serviços;1139569.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.01;Receita de Venda de Bens e/ou Serviços;629856.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-975348.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-664844.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.03;Resultado Bruto;164221.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.03;Resultado Bruto;-34988.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04;Despesas/Receitas Operacionais;-101479.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04;Despesas/Receitas Operacionais;-225025.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.01;Despesas com Vendas;-54178.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.01;Despesas com Vendas;-38247.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.02;Despesas Gerais e Administrativas;-84319.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.02;Despesas Gerais e Administrativas;-64539.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.04;Outras Receitas Operacionais;38172.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.04;Outras Receitas Operacionais;-67303.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.04.01;Ganho na venda de participação societária;0.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.04.01;Ganho na venda de participação societária;0.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.04.02;Ganho na distribuição de lucro;-569.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.04.02;Ganho na distribuição de lucro;-486.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.04.03;Ganho na alienação de participação societária;38741.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.04.03;Ganho na alienação de participação societária;-66817.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.04.04;Outras receitas operacionais;0.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.04.04;Outras receitas operacionais;0.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.05;Outras Despesas Operacionais;-3360.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.05;Outras Despesas Operacionais;-54606.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.04.06;Resultado de Equivalência Patrimonial;2206.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.04.06;Resultado de Equivalência Patrimonial;-330.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;62742.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;-260013.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.06;Resultado Financeiro;-43432.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.06;Resultado Financeiro;-53183.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.06.01;Receitas Financeiras;15061.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.06.01;Receitas Financeiras;15445.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.06.02;Despesas Financeiras;-58493.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.06.02;Despesas Financeiras;-68628.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;19310.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;-313196.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-23611.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-16338.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.08.01;Corrente;-26503.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.08.01;Corrente;-16338.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.08.02;Diferido;2892.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.08.02;Diferido;0.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.09;Resultado Líquido das Operações Continuadas;-4301.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.09;Resultado Líquido das Operações Continuadas;-329534.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.11;Lucro/Prejuízo Consolidado do Período;-4301.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.11;Lucro/Prejuízo Consolidado do Período;-329534.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;-65892.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;-332317.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.11.02;Atribuído a Sócios Não Controladores;61591.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.11.02;Atribuído a Sócios Não Controladores;2783.0000000000;S
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.01.01;ON;-2.0900000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.01.01;ON;-10.2200000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.99.02.01;ON;-2.0900000000;N
11.284.204/0001-18;2025-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÕES S.A;023604;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.99.02.01;ON;-10.2200000000;N
11.421.994/0001-36;2025-12-31;1;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.01;Receita de Venda de Bens e/ou Serviços;903473.0000000000;S
11.421.994/0001-36;2025-12-31;1;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.01;Receita de Venda de Bens e/ou Serviços;1050340.0000000000;S
11.421.994/0001-36;2025-12-31;1;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-489926.0000000000;S
11.421.994/0001-36;2025-12-31;1;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-565077.0000000000;S
11.421.994/0001-36;2025-12-31;1;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2024-01-01;2024-12-31;3.03;Resultado Bruto;413547.0000000000;S
11.421.994/0001-36;2025-12-31;1;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2025-01-01;2025-12-31;3.03;Resultado Bruto;485263.0000000000;S
