CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.02.02.09;Outros passivos - não circulantes;30866.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.02.02.09;Outros passivos - não circulantes;39252.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.03;Tributos Diferidos;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.03;Tributos Diferidos;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.03.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.03.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.04;Provisões;15570.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.04;Provisões;10196.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.04.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.04.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.04.01.01;Provisões Fiscais;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.04.01.01;Provisões Fiscais;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.04.01.02;Provisões Previdenciárias e Trabalhistas;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.04.01.02;Provisões Previdenciárias e Trabalhistas;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.04.01.03;Provisões para Benefícios a Empregados;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.04.01.03;Provisões para Benefícios a Empregados;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.04.01.04;Provisões Cíveis;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.04.01.04;Provisões Cíveis;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.04.02;Outras Provisões;15570.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.04.02;Outras Provisões;10196.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.04.02.01;Provisões para Garantias;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.04.02.01;Provisões para Garantias;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.04.02.02;Provisões para Reestruturação;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.04.02.02;Provisões para Reestruturação;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.04.02.03;Provisões para Passivos Ambientais e de Desativação;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.04.02.03;Provisões para Passivos Ambientais e de Desativação;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.04.02.04;Provisão para perdas em investimento;601.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.04.02.04;Provisão para perdas em investimento;158.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.04.02.05;Provisão para contingências;14969.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.04.02.05;Provisão para contingências;10038.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.05;Passivos sobre Ativos Não-Correntes a Venda e Descontinuados;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.05;Passivos sobre Ativos Não-Correntes a Venda e Descontinuados;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.05.01;Passivos sobre Ativos Não-Correntes a Venda;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.05.01;Passivos sobre Ativos Não-Correntes a Venda;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.05.02;Passivos sobre Ativos de Operações Descontinuadas;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.05.02;Passivos sobre Ativos de Operações Descontinuadas;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.06;Lucros e Receitas a Apropriar;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.06;Lucros e Receitas a Apropriar;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.06.01;Lucros a Apropriar;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.06.01;Lucros a Apropriar;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.06.02;Receitas a Apropriar;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.06.02;Receitas a Apropriar;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.02.06.03;Subvenções de Investimento a Apropriar;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.02.06.03;Subvenções de Investimento a Apropriar;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03;Patrimônio Líquido Consolidado;779421.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03;Patrimônio Líquido Consolidado;817300.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.01;Capital Social Realizado;806843.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.01;Capital Social Realizado;806843.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.01.01;Capital social;806843.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.01.01;Capital social;806843.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.02;Reservas de Capital;171055.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.02;Reservas de Capital;171055.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.02.01;Ágio na Emissão de Ações;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.02.01;Ágio na Emissão de Ações;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.02.02;Reserva Especial de Ágio na Incorporação;14401.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.02.02;Reserva Especial de Ágio na Incorporação;14401.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.02.03;Alienação de Bônus de Subscrição;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.02.03;Alienação de Bônus de Subscrição;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.02.04;Opções Outorgadas;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.02.04;Opções Outorgadas;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.02.05;Ações em Tesouraria;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.02.05;Ações em Tesouraria;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.02.07;Reserva para investimentos;156654.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.02.07;Reserva para investimentos;156654.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.03;Reservas de Reavaliação;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.03;Reservas de Reavaliação;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.04;Reservas de Lucros;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.04;Reservas de Lucros;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.04.01;Reserva Legal;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.04.01;Reserva Legal;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.04.02;Reserva Estatutária;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.04.02;Reserva Estatutária;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.04.03;Reserva para Contingências;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.04.03;Reserva para Contingências;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.04.04;Reserva de Lucros a Realizar;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.04.04;Reserva de Lucros a Realizar;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.04.05;Reserva de Retenção de Lucros;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.04.05;Reserva de Retenção de Lucros;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.04.06;Reserva Especial para Dividendos Não Distribuídos;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.04.06;Reserva Especial para Dividendos Não Distribuídos;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.04.07;Reserva de Incentivos Fiscais;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.04.07;Reserva de Incentivos Fiscais;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.04.08;Dividendo Adicional Proposto;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.04.08;Dividendo Adicional Proposto;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.04.09;Ações em Tesouraria;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.04.09;Ações em Tesouraria;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.05;Lucros/Prejuízos Acumulados;-240148.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.05;Lucros/Prejuízos Acumulados;-213114.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.06;Ajustes de Avaliação Patrimonial;10359.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.06;Ajustes de Avaliação Patrimonial;10359.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.06.01;Ajuste de avaliação patrimonial;10359.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.06.01;Ajuste de avaliação patrimonial;10359.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.07;Ajustes Acumulados de Conversão;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.07;Ajustes Acumulados de Conversão;0.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.08;Outros Resultados Abrangentes;11254.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.08;Outros Resultados Abrangentes;11254.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.08.01;Outros Resultados Abrangentes;11254.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.08.01;Outros Resultados Abrangentes;11254.0000000000;N
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.03.09;Participação dos Acionistas Não Controladores;20058.0000000000;S
03.279.285/0001-30;2025-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.03.09;Participação dos Acionistas Não Controladores;30903.0000000000;S
03.342.704/0001-30;2025-12-31;1;PETRORECÔNCAVO S.A.;025780;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2;Passivo Total;7437571.0000000000;S
03.342.704/0001-30;2025-12-31;1;PETRORECÔNCAVO S.A.;025780;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2;Passivo Total;8668015.0000000000;S
03.342.704/0001-30;2025-12-31;1;PETRORECÔNCAVO S.A.;025780;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.01;Passivo Circulante;732356.0000000000;S
03.342.704/0001-30;2025-12-31;1;PETRORECÔNCAVO S.A.;025780;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.01;Passivo Circulante;619377.0000000000;S
03.342.704/0001-30;2025-12-31;1;PETRORECÔNCAVO S.A.;025780;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.01.01;Obrigações Sociais e Trabalhistas;93929.0000000000;S
03.342.704/0001-30;2025-12-31;1;PETRORECÔNCAVO S.A.;025780;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.01.01;Obrigações Sociais e Trabalhistas;88753.0000000000;S
03.342.704/0001-30;2025-12-31;1;PETRORECÔNCAVO S.A.;025780;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.01.01.01;Obrigações Sociais;0.0000000000;S
03.342.704/0001-30;2025-12-31;1;PETRORECÔNCAVO S.A.;025780;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.01.01.01;Obrigações Sociais;0.0000000000;S
03.342.704/0001-30;2025-12-31;1;PETRORECÔNCAVO S.A.;025780;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.01.01.02;Obrigações Trabalhistas;93929.0000000000;S
03.342.704/0001-30;2025-12-31;1;PETRORECÔNCAVO S.A.;025780;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-12-31;2.01.01.02;Obrigações Trabalhistas;88753.0000000000;S
03.342.704/0001-30;2025-12-31;1;PETRORECÔNCAVO S.A.;025780;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-12-31;2.01.02;Fornecedores;299110.0000000000;S
